"","Rating","Days","Verified","Review.text","Vine.Voice","Year","DaysSimple"
"5495",3,731191,FALSE,"I ordered this hefty volume way back in February and was thrilled when it arrived, right on time, by 1 pm the day it was released.  I devour books like potato chips, so I finished it within a few days, and while it is a solid Harry tale, there are some problems with ""Harry Potter and the Order of the Phoenix.""Firstly, it's been long enough since book four came out that those of us who tore through that one three years ago could do to reread it before hitting this one.  Don't remember what the O.W.L.s are?  Can't recall where Hagrid went at the end of last year?  While Rowling does a decent job of reminding us about the finer points, it almost seems like, even with 870 pages, something is missing.The missing piece?  The joy.  The first book, and this is an aspect the movie carefully reflected, is absolutely filled with delightful, whimsical, magical details.  ""Order of the Phoenix,"" on the other hand, delves not only into minutiae we're not necessarily interested in -- since Rowling now has time to luxuriate in writing, not stuck in coffee shops scribbling on napkins, she seems to believe that leading readers through every class the students take each day of the week, for several weeks, is worthwhile -- but also, more, into real darkness.That's right.  This supposed children's novel is chock-full of unhappiness.  Without including specific spoilers, I can say that there is death, there is torture, there is insanity, there is anger and dissension between friends, there is teen angst, there is horror.  Every character we have ever met, more or less, shows up at one point or another, and they are often found yelling at each other (WHICH IS USUALLY OVER-EMPHASIZED BY PUTTING ENTIRE SENTENCES IN CAPS) or saying things ""loudly,"" which seems to be Rowling's catchphrase, along with ""softly,"" when describing how someone is speaking.  Surely she could have used a thesaurus occasionally.In all, the book is a quality story, reassuringly printed with the usual Harry fonts and the charming small illustrations at the start of each chapter, but without any uplifting moments.  It was the delight that both author and readers found in exploring the wizardry world along with Harry that made the first few books marvelous; this time, an older, unhappier, darker boy and his weary companions are all we have on a tiring journey.  Expect a longlasting feeling of foreboding as you read, and not that much new insight.",FALSE,2003,1470
"5497",5,731189,FALSE,"Harry Potter and the Order of the Pheonix was surprsingly well-written; sophisticated character development and thematic challenges are woven together into a captivating story.  Unlike Harry Potter and the Goblet of Fire, the writing is concise, and thankfully, unneeded details are omitted.  Every moment of HP5 seems important and, in the scheme of the series, probably is.  Previously flat characters take on new roles, and already dynamic characters manage to become more controversial.However, as tensions boil and the eventual implications of gradual changes in the wizarding world are made clear, the reader realizes that for the majority of the book, few major events take place.  Harry Potter and the Order of the Pheonix is fascinating because it takes risks that the first four books in the series were too scared to take, and its format is significantly different.  Nevertheless, its atmosphere is that of a foundation to be laid for the last two books.  It seems that the novel sets the stage for what are likely to be dramatic and dark events in future installments of the Harry Potter series.An interesting story for children, and a query into human nature for older readers.  Read it.",FALSE,2003,1468
"5498",4,731187,FALSE,"...so what?  No, I won't give it 5 stars for the mere fact that I know it could be shorter.  Everyone who says that there is a lot of useless details, maybe you're right, but haven't we always praised Rowling for her rich attention to detail?  Weren't the things you loved in the first book the crazy characters and environments so beautifuly described?  You can't fault her for trying to provide the readers with something that we've said we loved.  In case you didn't know, that's hypocritical.  To address the other issues that people have had with the book, namely Harry's new more whiny character: he's a teenager now, for crying out loud!  Maybe many of the people who read these books aren't old enough to know what it's like to be a teenager, but for us adult readers, we know.  We were probably exactly like that.  One of the best parts of Rowling's work is her ability to show the coming of age of her characters in this series (an excellent example of the bildungsroman).  If the characters were to retain the same qualities that they posessed at the start of the series without developing at all, she would have failed as a writer.I have only one other quibble with her, and that was the death at the end.  It was not as predictable as some people may believe; however, I still am left wondeing exactly why it had to occur.  Despite this, I am more willing to take it with a grain of salt and hope that it will be explained in future installments.  I am willing to withold my judgement on this point until I see where it leads, we must remember that this is a *series* and as such, not every thing will be wrapped up neatly at the end of each installment.While this particular installment does not have quite the same level of adventure in it, Rowling still does an excellent job keeping the reader hooked, wanting to find out more.  She also, as in the previous installments, manages to inject important themes into her work (racism, government controlled education...the Inquisition, anyone?) along with the classic theme of good versus evil.While this is not my favorite in the series (Prisoner of Azkaban, holds that place) it is still a fun read and better written than most adult fiction you will ever find.",FALSE,2003,1466
"5499",5,729771,FALSE,"I don't normally read ""children's books,"" but I have always had a soft spot for fantasy, my favorite genre (particularly books involving magic and talking mice, for some reason).  I had never intended to ready  any of the Harry Potter books, but my mother, acting on a whim, bought the  first two volumes for me, saying that they were very popular.  The books  sat unread in my room for weeks, until late one Wednesday night, when I  read both books, finishing at 3 AM, and neglecting to translate my Cicero  assignment.  The books were great!  I immediately bought the 3rd  installment, which I read immediately that afternoon.  I find it easy to  identify with Harry Potter, who reminds me of myself sometimes.  Particularly, I enjoy references to Latin in the books (such as the first  example, caput draconis, head of Draco, in book 1.)  The twisted plot at  the end of Prisoner of Azkaban intrigued me, compelling me to read the last  few chapters multiple times to fully grasp all of it winding lines.  The  Prisoner of Azkaban took a step away from what I view as the first and  second books' major fallacy: the repetitive plot line.  Potter has a bad  time with his family, goes to school, has trouble with a permutation of  Voldemort, defeats Voldemort, and gets congratulated by everbody, helping  his house win the Cup.  Blah Blah Blah. The third book remediated this  problem, since it wasn't clear who the villan was until the very end.  My  larges gripe with the Harry Potter books is now length.  I read the books  in a little over two hours each.  Its rather torturous to wait for weeks on  end for two hours of enjoyment.  I wish the Harry Potter books could be  more like the books of Ayn Rand in that area: enjoyable and interesting,  but abysmally long.  (My average reading time for Atlas Shrugged is  surpassed only by War and Peace...snore...snore...)  To end on a positive  note, I am happy to award my five stars to ""Harry Potter and the  Prisoner of Azkaban"" in appreciation to Rowlings' correction of some  of the problems with the first books and my opinion that the Harry Potter  books are VERY ENJOYABLE!  I dread what will happen after the seventh book,  when Harry has graduated from school.  Will he be a professor, or set out  on his own?  Or Rowling just (sob! sob! sob!) terminate the series?  I  fervently hope the books will never be lost to that extreme!  (If you have  read my whole spiel, I thank you very much for hearing me out and not  averting your gaze in disgust, boredom, outright anger or whatever else my  review might drive you to.",FALSE,1999,50
"5500",5,731191,FALSE,"the new Harry Potter Book.... ... that book was so good that I didn't put it down- not once! where ever we went in the past 2 days- i took the book with me- which wasn't the brightest idea- cause I couldn't very well read while walking through malls- but I was so into it- that I didn't sleep either night. which explains why I slept for15 hours just now. so about the book? it was so amazing... I think its gonna be my favorite one now- its such a cliche to say that the new was is my favorite one- but i think the book is soooo good that my liking it is a cliche don't bother me too much. i think the second favorite would have to be the third- i still think it outranks the forth. just cause harry meets his Godpa and all- very dark and unexpected! hehehe... but we're talking about the fifth book. that thing was so good it made me cry at least ten times! and there were some parts that were just so outrageously crazy- that you'd think ""how could I keep reading when it seems NOTHING can be good ever again?"" cause the whole year at Hogwarts seems to be one annoying disappointment to harry to the next annoying disappointment. I don't know if this makes you want to read the book or not anymore- cause it sounds bad after what I just said, but I'm trying so hard not to ruin the story for you... its just that the way Rowling wrote this, you hate the character the harry hates so much that you just want to jump into the book and kill them! put a hex on them or one of those illegal curses!!! just to help harry out! and the ending- there is nothing more sad then the ending! but ... argh it so good, that last night I around nine i finished it- but then i sat back down and reread all the chapters the i liked the most! I strongly recommend that you not only buy it as soon as possible- but read it with out any interruption... read the entire thing straight through- it the only way to go. I'm going to borrow my cousins other harry potter books- and just read the whole entire thing! and I cant believe we'll have to wait so long for the next one to come out!!! read this book as soon as possible!J.K. Rowling? if you ever read this review- know that I love your books and that ... its indescribable to say how much I love the Fifth Book. I'd say I liked it when Harry was in the Snape's memory... seeing his dad and all- very nice. But how could you do that to Harry, he's so very alone at the end, its so sad...",FALSE,2003,1470
"5501",4,731190,FALSE,"The latest installment of Harry Potter is mind-numbingly thick - a good half inch thicker, in fact, than its predecessor. Yet you might be surprised by how little actually happens...As soon as I finished The Goblet of Fire, I thought to myself: ""Good work, J.K. - no more fooling around - the stage is finally set for the real action."" I was dissappointed however to find that the Order of the Phoenix is stuck somewhere in the stale regions of Rowling's ultimate vision. Even the most prominent plotline seems far too insignificant to be worth a year of devoted attention from both Voldemort's supporters and their adversaries.Also, though the pages climb well into the 800s - practically no new information was revealed. What little I learned about Harry and Voldemort seemed uninteresting, tangled, illogical, and cliched. Don't be fooled by that excerpt Scholastic released, where Dumbledore tells Harry: ""Sit down, I'm going to tell you everything."" When I finally got to this point in the book I was thinking to myself ""is that IT?"" The big revelation is nothing but a disappointing confabulation, seemingly thrown in at the last minute.The structure I won't get into very much, but rest assured that this one follows the same pattern as all the others. As usual, Rowling likes to throw in seemingly insignificant details at the beginning that ultimately manifest as part of the larger plot. While plausible, they were neither interesting nor especially deep. Again, a haphazard effort on the author's part to create complexity where there was very little.J.K.'s new characters were mostly bland. Only a couple of Harry's new friends (and foes) were exempt from this judgement. I was very happy, though, with her portrayal of the original cast.In sum, this book is yet another of five stage-setters - so don't expect a lot of big stuff (though there was one event that particularly gripped me). While I cannot say that Rowling is a particularly groundbreaking or talented writer, her work still manages to draw me in somehow: I mourn and laugh with her characters as if the world is my own, and my high regard for her work as a whole remains unmarred. I look forward to the final two installments.",FALSE,2003,1469
"5502",5,731507,FALSE,"I L-O-V-E-D this book! It's great! I got it at midnight June 21, like most Harry Potter fans.  The first time I read it, I felt really weird. I didn't like it much. It just didn't feel like Harry Potter. I think most of it was the shock that the book was actully out, after I'd been waiting for three years.  I went back and read it, and you know what? I totally fell head over heels in love with it! If you didn't like Harry Potter and the Order of the Phoenix, READ IT AGAIN! You'll look at it totally differently.  J.K. Rowling brought in a whole new cast of cool characters. Nymphadora Tonks, who can change her apperance at will, the real Mad-Eye Moody, Mundungus Fletcher, Arabella Figg, a Squib, and, my personal favorite, Luna Lovegood! You also hear more about old characters, such as Neville Longbottom, Ginny Weasley, whom change quite a bit in this novel.  New magical animals appear too. Such as giants, although they aren't really animals, but you do hear quite a bit about them, I won't go anymore there, and thestrals, reptilian-like  black winged horses, of which only people who have seen death can see. I loved the thestrals particularly!  A fresh, sparkling tale, darker and deeper than the others.  Many people were disturbed by Harry's anger outbursts. But think about it. What would you do if you were cooped up with the three relatives you have and hate, had to stay with them for most of the summer holidays, not hearing a word about the wherabouts of Lord Voldemort and his supporters? You'd get angry! You'd release that fury which has built up inside you over long, miserable months! Girls cry about stuff like that, guys get angry. It's really not unnatural. It wasn't about making the book dramatic, it was about keeping the emotions realistic.  This book was wonderful. One of the best things about it is that is sparks your mind for new theories and ideas. Highly reccomended! Great book!",FALSE,2004,1786
"5503",5,730048,FALSE,"I'd heard about these books, but it took me a few months to pick up the first one and read it.  WOW, was I impressed, and I had to literally stop myself from rushing out to buy the second and third books immediately.  I  paced myself, and am now glad I really took the time to enjoy each book  fully before going on to the next.These books may not be ""up  there"" with Tolkien (but come on, who is?), but they are easily  comparable with Roald Dahl or the Oz series.These books are smart.  They  don't talk down to the reader.  They use an admirably rich vocabulary for  books geared at an audience of kids.  Take a look at the names of  characters and places, for example, and you'll see a lot of funny word-play  (many of these are based on Latin vocabulary), which hopefully will  introduce readers to the delights of the English language.Then there's  the characters.  They're fully-realized, three-dimensional, and thoroughly  entertaining.  You almost feel like you know them.  Harry is the hero, but  he's far from Wonder Kid-- he has his doubts, fears, and struggles, just  like  everyone else, but he prevails because he's smart, courageous, and  willing to bend rules when he knows it's necessary.  His friends are  classic loyal sidekicks, but they have their own distinct personalities.  And the supporting cast is just fantastic.Most wonderful of all is  Rowling's consistent ability to transform the ordinary.  In her world, the  most everyday things become magical.Her humor is dry, and very English.  Readers who 'get' British humor will find these stories especially  entertaining.The third book develops further some of the things  presented in the first two books, while clearly leaving some threads  unresolved for the rest of the series.  Rowling is an excellent  storyteller; she knows exactly how much to give and exactly how much to  hold back; the books are superbly paced; surprises linger around each  corner.While each story is at heart a struggle of good vs. evil, there  are many gray areas.  Many of the antagonistic characters (eg, Snape) are  simply motivated by their own agendas.  Everyone has a backstory that  influences their behavior.  And nothing comes too easily to the heroes;  they are forced to rely on their wits and intelligence in order to  prevail.In short, these books may not be literary ""classics""  in the sense that word is typically used.  But they are true gems of  contemporary fiction.  If Harry Potter gets a few generations of kids away  from the TV set and prompts them to explore the worlds of their own  imaginations, I think that Rowling will have achieved something quite  remarkable.",FALSE,2000,327
"5504",4,731192,FALSE,"Don't worry - I'm not going to tell you who dies. But I have just finished this book and the biggest indicator to my thoughts on it must be that fact that I read it very quickly, despite its over 700 pages.I am glad to see that Rowling has flexed her pen-muscles a bit here, with a large vocabulary, some very beautifully written passages, and increasingly mature themes that deal subtly with issues such as beaurocracy, sense of duty, and a bit of ethics and morality. I think Graham Greene or Evelyn Waugh would be proud of some of the bitterness that can be found within these pages. Of course, most of it is spelled out to you and is a bit too easily digestible, but one must remember this is a children's book after all! Rowling continues to amaze us with her incredible imagination - her world stitches together so neatly and logically, it is a work of art in that sense.The romantic sideline is exactly that - a sideline. It reveals a side to Harry that I'm sure his fans have longed to learn about, and Rowling handles it with a fair amount of grace, but she directs your thoughts to adolescent social behaviour in a rather mechanical way. Don't expect Catcher in the Rye or Le Grand Mealnes!Rowling has diluted her plot too much with trivial scenes. Personally, I find Hagrid a bit boring. And how can Rowling justify placing all these scenes about wizarding exams and tedious school life between scenes dealing with death, life after death, and the end of the world and all that?! I say to you, JK: Raise your game! You (particularly through Dumbledore) treat Harry as a mature boy, able to deal with anything deadly or dangerous - so why does he care if he's caught in the corridor without his pencils properly sharpened?!  Again, perhaps I am being unfair writing from an adult's perspective.One thing I am grateful to the author for is that her books don't all end too happily. This sounds a bit nihilistic, but I think it's the trade-offs, the compromises and the sacrifices that really inspire and move people, and will get young people talking and probably arguing about the themes in this book. Perhaps I read it too quickly, but I remember that the Goblet of Fire was more shocking.However, at the end of the day, if you're a fan, you'll enjoy it simply because it enlarges and enrichens the whole world that you would probably love to be a part of.",FALSE,2003,1471
"5505",5,731190,FALSE,"I can't emphasize enough the thrill I got when The Order of the Phoenix finally arrived in my mailbox on Saturday.  In a way, I was terrified to read it- so much has been building up, so many expectations.  But it is now read and finished on my bedside table.  And I loved every word of it.  It is incredibly difficult to write a convincing review without giving out spoilers.Phoenix has been called time and time again, ""the darkest one yet.""  I mean, that fits and everything, but it can give the wrong impression.  Dark themes, monsters, and characters have been a part of Harry Potter since Book 1.  It's just that Phoenix takes it to a different level.  It becomes just as much of an internal struggle as well.  There are many new emotions and problems Harry has to wrap his brain around.  Be it the confusing ways of girls, or horrible dreams that come true, or a blazing temper he is hard-pressed to control, Harry has finally arrived in the world of teenage angst.Call me crazy, but Harry's temper tantrums are some of my favorite parts in the book.  So many things come crashing down in his world, and when he starts talking in all-capitals...I can totally relate.  My adrenaline starts pumping, and I only wish I was by his side to yell with him.Book 5 isn't just about emotions (although they do play a bigger part than in any of the other books).  Rowling still manages to surprise us with new characters, new faces, new creatures, and new plot twists.  As an internet junkie who has pored over predictions and guesses for Phoenix, I can safely say that there are enough surprises in this book for anyone to do a double-take at least once.  That's another thing about this book, the mystery and suspense.  I've heard some newspaper critics say that the book is long-winded because it throws little jolts in at the end of every chapter(to the point that it becomes predictable), under the pretense of keeping the reader interested.  Honestly.  What is wrong with not being able to put a book down?  I love the small torture of having to stop reading right when it gets good, in order to eat dinner(something that seems so insignificant after reading Harry's adventures).Book 5 is Rowling's best yet.  If it can take Prisoner of Azkaban off of the top of my list, it's obvious I was blown away.  And yes, I cried my eyes out when that certain character died.",FALSE,2003,1469
"5507",4,731191,FALSE,"Harry Potter & the Order of the Phoenix is the latest instalment in the Harry Potter phenomenon. J.K Rowling has shown once again her skill and evident flair for creating such a brilliantly portrayed world once more.But, in this new novel, Rowling has left behind the popular almost childlike form of Harry and his fellow characters, allowing a more realistic, opinionated & more easily identifiable individual Harry to emerge.  As in the 4 previous novels, Harry has always been portrayed as a child, somewhat confused about his place and identity. This does continue in volume 5 but to a much lesser extent. We see Harry emerge from this cocoon of a slightly predictable childish character to a rebellious teenager.The fifth novel sees Harry growing up very fast and developing sound opinions and ideas of his own accord. It is essentially about transition. The transition from late childhood to the eye opening age of 15 and beyond, where sadly, the world is not as easy and care free as a child thinks. Harry realizes the hardships facing him in his world, no longer relishing in the perfect, sought after life of a wizard, which is shown to Harry as being quite non-existent. Harry, as he transcends through his fifth year at Hogwarts begins to see how the Wizard World is not dissimilar to the World of Muggles. He sees this in the form of wizard prejudices and unfair treatment of those who aren't wizards. He also realizes the flaws in the Ministry of Magic. His once great inspiration, Dumbledore, falls if slightly down the ladder of Harry's respect. Also we see a more sinister side to Harry. He becomes rebellious and angry at times. No longer holding his tongue to people. He begins to think more deeply on the things and philosophies that bind the Wizard culture. And he learns to express his emotions to his friends.`Harry Potter & the Order of the Phoenix' has shown Rowlings talent is not just of pure creativity and imagination, but one of profound depth and intelligence. She has accurately depicted the life of a teenager during this stage of their lives. Incorporating the troubles of our own world, into that of Harry Potter's. Not only is this a great literary feat, it is an intelligent and fresh way to make us all realize even our dreams have flaws and life is not perfect, you have to learn how to be sad before you can feel true happiness.",FALSE,2003,1470
"5508",4,730456,FALSE,"The Prisoner of Azkaban starts off in quite the same way as The Chamber of Secrets with Harry's birthday.  Harry is 13, and like Kevin the teenager, he seems to have transfigured into something quite unruly overnight.  Harry Potter has become an adolescent, with all its incipient furies and lustiness (see his reaction to meeting Cho Chang for the first time!).  It's the summer, so Harry has been imprisoned with the Dursleys once more.  If there's one thing worse than the Dursleys, it's Harry's Aunt Madge.  It's not long before Aunt Madge is blown into a bigger balloon than Violet in Roald Dahl's 'Charlie and the Chocolate Factory'.  Harry escapes, sure that the Ministry of Magic will be on to him in no time, and that he will be expelled from Hogwarts.  He's picked up by the Knight Bus, and deposited at the Leaky Cauldron, where Minister for Magic, Cornelius Fudge, is waiting for him.  But instead of admonishing Harry, Fudge makes sure that he gets everything he needs, and waves his misdemeanours away.  This is the first sign Harry has that something is very wrong.  Still, the only obstacle Harry has to overcome is the biting book that Hagrid has sent him for his birthday.  It's not long before Harry's meeting Ron and Hermione in Diagon Alley.  Unfortunately, Hermione chooses to buy herself a cat as an early birthday present, and inevitably, Ron and Hermione bicker as the cat, Crookshanks, sets about hunting Ron's pet rat, Scabbers.  All Harry has eyes for is the Firebolt: the most sophisticated broomstick ever produced.  The Wealseys seem somewhat overprotective of Harry, and then Harry finds out why: Sirius Black is out to murder him.  Sirius Black is considered to be so dangerous that Fudge has even alerted the Muggle Prime Minister, and the Ministry of Magic has provided the Weasleys with a fleet of cars to transport them to King's Cross.  Sirius Black, Voldemort's faithful servant, killed thirteen people before he was apprehended, including one wizard...  Whilst on the Hogwarts Express, Harry and friends encounter the dishevelled Professor Lupin, their new teacher of Defence against the Dark Arts.  They also have a visitation from a Dementor, one of the sinister Azkaban guards (the wizard prison we learnt about in The Chamber of Secrets).  Sirius Black has escaped from Azkaban, which no one else has ever done before, so the fear is that he may well try to break into Hogwarts.  The Dementors, however, seem far more interested in Harry than looking for Black.  Harry fervently hopes that Gryffindor will win the Quidditch Cup, but then the Dementors attack him during a game.  Harry hears his mother's dying words in a dream, and believes he may have even seen his father...  But what is that mysterious dog that is stalking him?  Will he really die, as Professor Trelawney believes?  And why is Hermione appearing and disappearing, and acting so strangely?  Dumbledore's choice of teachers seems suspect when a Hippogriff attacks Malfoy in Hagrid's first lesson.  However, Harry seems to have found an ally against the Dementors in the form of Professor Lupin.  But the post of Defence against Dark Arts is not one to be taken lightly...  There are the usual encounters with the sinister Professor Snape, and we learn a bit more about his background (surely Alan Rickman's too old to play him?).  Rowling seems to have been delving into Thomas Bulfinch's The Age of Fable again, with her depiction of Salamanders as fire lovers.  Perhaps she's been also reading some Susan Cooper, as a Boggart makes a handy plot device.  The plot itself is as tight as usual, with the Prisoner of Azkaban being the most thrilling and disturbing in the series so far.",FALSE,2001,735
"5510",4,731240,FALSE,"Harry is back at Hogwart for the 5th year.  As far as I have read, Harry had landed himself in detention once more.  He is trying his best at school, trying to do all his assignments but his detention is in the way.  Not only is he not doing well in school, he have no time for Quidditch anymore.  Angelina Johnson the team captain of the Quidditch is on Harry's back about him missing practice.  Every time that he is in detention, she would hunt him down and yell at him for not showing up.  Even though Harry is very good at it, there is no way Professor Umbridge (the teacher that gave him detention) will let him off the hook.  Harry is very powerful, vengeance, a good friend, and a hard worker.  His friends (Hermione and Ron) are the only people who understand him after all that had happened for the past five years.  They have been with him through thick and thin.  Hermioine and Ron is the only family member that he has at school, so he tells them everything. I would recommend this book for my fellow classmates and friends because reading this book is like an escape from reality and magic helps that.  Magic is something that you don't see happened everyday.  Reading something that doesn't happen at all, help you get away from reality and make you stop thinking about all the bad stuff happening around the world.  The first time I'd read this book, the most magical thing that I have read was about Harry going to school on a train.  Reading that part of the scene makes me feel like I am one of the students waiting for the train to come; watching a brick wall, turned into a tunnel and a train comes out of no where.  Or reading about Harry being in detention and the lines he had to write.  Each time he wrote ""I must not tell lies""; a shape object cuts his hand and engraves ""I must not tell lies"".  Every detail that J.K Rowling wrote was very explicit.  It makes you see that what he wrote.  Like you are actually there watching it happen him.  The bad thing about the book is that there are a lot of made up words that she uses.  Like: quidditch, but after you read couple of sentences later you will see what the words means.  If you are into magic and spell, then Harry Potter books by J.K Rowling will be a great book for you to read.",FALSE,2003,1519
"5511",5,731196,FALSE,"Never before have characters been more real...Never before has a setting held such mystery and appeal for a reader...Never before have we ever been so attached to a character and characters as Harry Potter and the list of intriguing characters who surround him--Hermione Granger, Ron Weasley and his brothers, Albus Dumbledore, Professor McGonagal, bitter Professor Snape and even the wickedly, nasty school peer, Draco Malfoy!In this, the 5th and most compelling book yet of J.K. Rowling's timeless adventure of an orphaned boy whose parents met their demise at the hands of a Dark Lord who ""should-not-be-named"", is a magical adventure on each and every page. These are characters you hate to leave....visiting places you wish you could visit. This is a story that has become, over the course of 5 books, seemingly an integral part of the fan's life...and we mourn when the last page is read!Harry Potter is growing up...this much is clear...and it's also clear that his growing up is not unlike the rest of us in the muggle world...he faces peer-pressure, the pangs of first love...the first glimpses of self-discovery and independence...and we see, in this novel, Harry's first steps into really discovering who he is...and who he is not.He returns to Hogwarts after the summer holiday, to find it under the control of the Ministry of Magic in the person of Professor Umbridge, a honey-smiled nasty witch who has it in for Harry Potter...and who also supports the Ministries doubts that ""He-who-must-not-be-named"" has returned, as witnessed and testified by young Harry Potter from book 4.Harry quickly learns that even those he trusts most may not be so trust-worthy...and that perhaps, those he distrusts most, might be something other than what he thought.I will give no spoilers in this review...suffice it to say that J.K. Rowling doesn't seem to be slowing her pace on iota in this 5th installment of the thrilling Harry Potter adventure.J.K. Rowling is a legend in our day...and long after we and she have left our time on planet earth, people will still be referring to muggles, Every-Flavor Beans, squibs, Nimbus 2000's, as much as they will still speak of Tom Sawyer or Dorothy from Kansas.My only wish for this latest novel is that it were 1600+ pages...instead of just 800+~~~~~~~~~~~~~~",FALSE,2003,1475
"5512",5,731169,FALSE,"Titlie: Harry Potter & The Prisoner of AzkabanAuthor: J. K. RowlingThe Harry Potter & The Prisoner of Azkabans, is about a man named Sirus Black,who was put in prison for killing thirteen people (one wizard). At night he would say things in his dreams, that a boy (Harry Potter) was at Hogwarts. That ws the same night he had escape for the must horrible prison a wizard can go to. He wsa also a close and loyal servant to a dark wizard named Lord Valmount. Lord Valmount was  a horrible wizard killed people if they wouldn't accept his offer to turn to the dark magic. So now Harry's third year at Hogwarts is being gruarded tight this year, but Harry is still not safe even at the walls of Hogwarts, and Hogwarts has the top best wizdards. The characters of the third book are Herimone Granger (friend), Ron Weasly (best friend), Dursely Family (aunt, uncle, and couison of Harry), Professor Snape (Harry's worst teacher), Hagrid (gatekeeper), Darco Malfoy (Harry's emeny), The Weasly's (Ron's family)ere are also two new teachers (you have to find them) in Harry's third year at Hogwarts.Harry Potter is the youngest seeker of a Hogwarts sport called ""Quidditch"". The game is a little like football on broomsticks, the object of the game is to get the playing materials through the hoops, and to have the most points before the match is over. You can also win the game by having the seeker (someone who's job is to caught a golden wing ball), caught the golden ball and end the game before the other team does.One of the raising events that happens in the book is Harry Potter has a match and something happen to him that could kill him, but something may happen to save him. The book has a lot of events that comes in every chapter, it keeps ayou wanting to read more and more. The characters around Harry plays a huge role in his life. Harry lost his parents to Lord Valdemont and he was the only oone one who survives his curse.The books has a lot of look very careful at the words, so that you can understand, and be able to solve clues that the book gives. It's one of the best science fiction books I have very read. The weakness of the books are that the vocabulary. i felt that the book should explain a little more of some of the word thaey were using, it also had some unnessary words I felt that should be there. I would give the book 9.5 out of 10.",FALSE,2003,1448
"5516",4,731193,FALSE,"I bought the Harry Potter Book 5 last Friday at midnight and finished reading it in 5 days.  Overall, I thought it was a good book(not excellent) and feel it is J.K. Rowling's 3rd best Harry Potter book to date.  My preferences goes as follows(least best to best): Book 2, Book 1, Book 5, Book 3, and Book 4. I think the story of Harry's fifth year is told in a similar template to her previous work(somewhat making the book redundant): Summer at Dursley's, 1 half of school year, christmas vacation, 2nd half of school year, climatic adventure and solution to major year long problem with review from Dumbledore, and returning back to Dursley's.  The major problem of Harry's fifth year is that Voldemort is back alive, but mainly staying in hiding organizing his group of supporters, trying to recruit more help(i.e. giants, dementors, more death-eaters), and trying to find information on why he got defeated previously(i.e. the prophecy).  His staying in hiding in turn causes many to choose between believing Harry and Dumbledore that Voldemort is really back or follow the more conservative view from The Ministry of Magic that since Voldemort and his followers haven't overtly surfaced that Voldemort cannot be back.  Many subplots and trials occur in Harry's fifth year that take up most of the initial 700 pages of book including being attacked by dementors and the trial that occurs following the encounter, Professor Umbridge being the new defense against the dark arts teacher then rising to power to eventually becoming head mistress of Hogwarts in doing so disrupting one after another of Hogwarts normality, new developing relationships between Hogwart students esp. Harry and Cho, and preparing for the O.W.L.S. The final 150 pages are the best part of the book where the real action takes place and we learn new information about Harry's past.  It also is where the Order of Phoenix and Dumbledore join in with Harry to thwart Voldemort and his death-eaters.  In the process, one member dies and Harry heads home for the summer at the Dursley's with this continually going through Harry's mind.  Overall, the fifth book is well-done, but suffers in being too long(mainly the 700 pages of introduction and minor subplots) and because all the Harry Potter books to date keep the same template making the originality of the fifth book seem repetitious.",FALSE,2003,1472
"5517",4,731202,FALSE,"I am not a rabid Harry Potter fan, but I really like all the books Rowling has written so far.  This installment is no exception.  Rowling retains her gift of humorous, flowing prose and her ability to evoke true emotions in readers.  I found myself getting so frustrated with Professor Umbridge (a new character who does everything she can to make Harry's life miserable) that I felt as if I myself was one of her students. This is why everyone loves Rowling.  Many argue that this is the darkest Potter novel, but I think much of that darkness would be better called complexity.  Nothing is black and white anymore: Harry has grown into a bitter and not always pleasant teenager, the ""good guys"" (Dumbledore and the Ministry of Magic) are turning against eachother, and many more once-simplistic ideas readers had are turned on their heads.  Rowling has done a convincing job of portraying the characters actually growing up.  Truly this is a coming of age story more than any previous Harry novel.Nevertheless, ""Order"" has its flaws.  Like its predecessor, Book 4, this installment crams most of important action into the last 150 pages.  Don't get me wrong; the massive buildup is very entertaining, and the book does not drag at all.  But when things finally start to happen, it is a letdown.  The major betrayal, death, and revalation are all predictable.  Nothing that happened during or after the book's climax surprised me nearly as much as the little hints given during the slower buildup.  And even with all of that, a few things still felt unfinished or unecessary.""Order of the Phoenix"" is very enjoyable, extremely well-written, and sufficiently suspenseful, but it does not live up to high-water mark set by the third book, ""Prisoner of Azkaban.""  The first two books were a little more juvenile but satisfyingly concise, and the last two books were deeper but more anticlimactic.  Only the middle work, ""Azkaban,"" struck the perfect balance.  If Rowling can swing the pendulum back to that standard for the final two books, ""Harry Potter"" will surely earn its place as one of the greatest fantasy series of all time.",FALSE,2003,1481
